"drug";"target"
"D01256";"hsa:2915"
"D02076";"hsa:113"
"D02086";"hsa:9311"
"D02163";"hsa:109"
"D01453";"hsa:5337"
"D02409";"hsa:5025"
"D01453";"hsa:773"
"D01001";"hsa:1129"
"D00586";"hsa:2099"
"D02461";"hsa:8989"
"D00097";"hsa:5602"
"D01390";"hsa:6262"
"D00812";"hsa:150"
"D00649";"hsa:6263"
"D03880";"hsa:109"
"D00506";"hsa:5050"
"D00483";"hsa:114"
"D00528";"hsa:10"
"D00506";"hsa:1545"
"D01103";"hsa:1129"
"D01256";"hsa:2560"
"D01256";"hsa:2912"
"D00619";"hsa:27092"
"D02147";"hsa:113"
"D01390";"hsa:6263"
"D02409";"hsa:5026"
"D00506";"hsa:64600"
"D00775";"hsa:2743"
"D00598";"hsa:112"
"D02418";"hsa:5599"
"D04034";"hsa:4128"
"D00506";"hsa:5051"
"D00566";"hsa:6300"
"D00330";"hsa:1559"
"D03881";"hsa:114"
"D02068";"hsa:1128"
"D00332";"hsa:2558"
"D00336";"hsa:3764"
"D00509";"hsa:154"
"D01256";"hsa:2913"
"D00509";"hsa:3356"
"D00683";"hsa:111"
"D02356";"hsa:108"
"D00775";"hsa:2742"
"D02066";"hsa:136"
"D01453";"hsa:9127"
"D00319";"hsa:1553"
"D02418";"hsa:5600"
"D01297";"hsa:108"
"D02409";"hsa:5023"
"D00319";"hsa:8911"
"D00332";"hsa:2559"
"D03881";"hsa:115"
"D01453";"hsa:5168"
"D01256";"hsa:2558"
"D01453";"hsa:1565"
"D02066";"hsa:135"
"D00711";"hsa:1141"
"D02409";"hsa:5024"
"D01453";"hsa:8989"
"D02461";"hsa:8913"
"D00509";"hsa:3357"
"D00483";"hsa:115"
"D01118";"hsa:43"
"D00619";"hsa:169522"
"D00619";"hsa:55515"
"D02356";"hsa:1137"
"D02409";"hsa:1571"
"D00319";"hsa:8912"
"D00281";"hsa:3359"
"D01453";"hsa:5167"
"D00536";"hsa:2564"
"D01453";"hsa:1562"
"D00536";"hsa:2904"
"D01256";"hsa:2559"
"D00506";"hsa:3988"
"D00506";"hsa:1548"
"D00097";"hsa:5743"
"D00279";"hsa:199974"
"D00279";"hsa:30"
"D00332";"hsa:2564"
"D02418";"hsa:5595"
"D00437";"hsa:1129"
"D00319";"hsa:1549"
"D01390";"hsa:9934"
"D00397";"hsa:1140"
"D00683";"hsa:115"
"D00798";"hsa:1544"
"D00619";"hsa:55584"
"D02066";"hsa:134"
"D03880";"hsa:113"
"D00632";"hsa:108"
"D00136";"hsa:2918"
"D02367";"hsa:5328"
"D01256";"hsa:2916"
"D00141";"hsa:4353"
"D00536";"hsa:2566"
"D00536";"hsa:2905"
"D00506";"hsa:1549"
"D00506";"hsa:3990"
"D00683";"hsa:109"
"D00649";"hsa:8911"
"D00136";"hsa:114"
"D02409";"hsa:5740"
"D00217";"hsa:2877"
"D00775";"hsa:2741"
"D02418";"hsa:5596"
"D00437";"hsa:1128"
"D00319";"hsa:1551"
"D00812";"hsa:154"
"D00270";"hsa:196883"
"D00241";"hsa:107"
"D02725";"hsa:196883"
"D02409";"hsa:8912"
"D04034";"hsa:4017"
"D00528";"hsa:57053"
"D00631";"hsa:9311"
"D02409";"hsa:260293"
"D02418";"hsa:4881"
"D02409";"hsa:1562"
"D01453";"hsa:5152"
"D02356";"hsa:1139"
"D02367";"hsa:5327"
"D01453";"hsa:1571"
"D00604";"hsa:114"
"D01256";"hsa:2917"
"D00506";"hsa:3991"
"D00506";"hsa:1551"
"D00217";"hsa:2878"
"D01453";"hsa:8913"
"D02418";"hsa:5597"
"D00136";"hsa:115"
"D00483";"hsa:5338"
"D00506";"hsa:8398"
"D00332";"hsa:2562"
"D00619";"hsa:55800"
"D02409";"hsa:1565"
"D02721";"hsa:4048"
"D00509";"hsa:109"
"D02409";"hsa:6610"
"D00506";"hsa:1553"
"D00536";"hsa:2903"
"D00279";"hsa:1374"
"D00295";"hsa:1565"
"D00217";"hsa:2879"
"D02237";"hsa:55584"
"D00319";"hsa:1548"
"D02418";"hsa:5598"
"D00483";"hsa:5337"
"D02409";"hsa:134"
"D03880";"hsa:155"
"D00995";"hsa:1134"
"D00506";"hsa:8399"
"D00683";"hsa:114"
"D00332";"hsa:2563"
"D00827";"hsa:5603"
"D00711";"hsa:2561"
"D00619";"hsa:5310"
"D01297";"hsa:113"
"D00688";"hsa:115"
"D02409";"hsa:1558"
"D00536";"hsa:2570"
"D01453";"hsa:5158"
"D00604";"hsa:5972"
"D01256";"hsa:2561"
"D00387";"hsa:2554"
"D00426";"hsa:150"
"D00683";"hsa:113"
"D02076";"hsa:114"
"D02409";"hsa:10"
"D00688";"hsa:114"
"D00524";"hsa:8989"
"D02409";"hsa:8911"
"D00410";"hsa:1543"
"D00509";"hsa:111"
"D00241";"hsa:108"
"D01453";"hsa:306"
"D02409";"hsa:135"
"D00604";"hsa:115"
"D01453";"hsa:5149"
"D02409";"hsa:1559"
"D02092";"hsa:1128"
"D00995";"hsa:8973"
"D01228";"hsa:590"
"D01453";"hsa:8973"
"D00509";"hsa:112"
"D00543";"hsa:55879"
"D00217";"hsa:2880"
"D02234";"hsa:22954"
"D00812";"hsa:2908"
"D00528";"hsa:59284"
"D02147";"hsa:107"
"D00619";"hsa:54207"
"D00827";"hsa:5602"
"D02409";"hsa:8843"
"D02409";"hsa:1555"
"D04985";"hsa:55879"
"D00649";"hsa:6261"
"D01453";"hsa:5148"
"D00536";"hsa:2567"
"D00536";"hsa:2906"
"D00528";"hsa:1549"
"D02356";"hsa:196883"
"D00619";"hsa:27094"
"D00632";"hsa:196883"
"D00506";"hsa:4023"
"D00217";"hsa:2882"
"D04966";"hsa:5327"
"D01390";"hsa:7173"
"D00711";"hsa:2560"
"D00619";"hsa:55503"
"D01453";"hsa:5151"
"D02409";"hsa:1557"
"D02356";"hsa:1140"
"D00536";"hsa:2569"
"D00217";"hsa:1576"
"D00619";"hsa:27133"
"D00506";"hsa:64816"
"D03274";"hsa:1816"
"D00629";"hsa:5972"
"D01390";"hsa:1080"
"D02409";"hsa:472"
"D00619";"hsa:23630"
"D02461";"hsa:776"
"D04966";"hsa:5328"
"D00619";"hsa:1137"
"D00649";"hsa:59284"
"D00598";"hsa:109"
"D00043";"hsa:11330"
"D00775";"hsa:2569"
"D00619";"hsa:27345"
"D02092";"hsa:1129"
"D00536";"hsa:2900"
"D01453";"hsa:2846"
"D01256";"hsa:2556"
"D00509";"hsa:3358"
"D00136";"hsa:2890"
"D00619";"hsa:8843"
"D00619";"hsa:23704"
"D00799";"hsa:107"
"D02409";"hsa:3708"
"D00097";"hsa:5597"
"D00437";"hsa:5972"
"D01453";"hsa:10369"
"D00711";"hsa:1137"
"D00217";"hsa:64902"
"D00354";"hsa:6338"
"D02253";"hsa:1145"
"D02066";"hsa:2846"
"D03670";"hsa:7498"
"D00775";"hsa:2570"
"D00536";"hsa:2901"
"D00217";"hsa:4942"
"D00097";"hsa:5596"
"D02217";"hsa:2103"
"D00235";"hsa:108"
"D00509";"hsa:3360"
"D00487";"hsa:590"
"D00136";"hsa:2891"
"D00528";"hsa:55584"
"D01448";"hsa:196883"
"D02409";"hsa:3710"
"D00097";"hsa:5598"
"D00483";"hsa:3351"
"D00799";"hsa:108"
"D01256";"hsa:2557"
"D00775";"hsa:2566"
"D02147";"hsa:5142"
"D02217";"hsa:2104"
"D00598";"hsa:111"
"D00823";"hsa:3356"
"D01453";"hsa:1595"
"D02086";"hsa:6332"
"D00097";"hsa:4881"
"D00509";"hsa:3359"
"D00483";"hsa:3350"
"D00775";"hsa:2905"
"D00775";"hsa:2567"
"D00545";"hsa:2892"
"D01390";"hsa:4023"
"D00097";"hsa:5594"
"D00332";"hsa:2569"
"D02217";"hsa:2908"
"D00619";"hsa:108"
"D03503";"hsa:196883"
"D00649";"hsa:55503"
"D00509";"hsa:11255"
"D01242";"hsa:11255"
"D03991";"hsa:55800"
"D00524";"hsa:3710"
"D00139";"hsa:1543"
"D00483";"hsa:3354"
"D00354";"hsa:6336"
"D00043";"hsa:1178"
"D00235";"hsa:107"
"D00775";"hsa:2906"
"D00545";"hsa:2891"
"D00549";"hsa:8843"
"D00097";"hsa:5595"
"D00823";"hsa:3358"
"D02086";"hsa:6338"
"D00619";"hsa:1134"
"D00319";"hsa:3710"
"D00632";"hsa:107"
"D00509";"hsa:114"
"D00524";"hsa:3708"
"D02461";"hsa:774"
"D00619";"hsa:56479"
"D00483";"hsa:3352"
"D02461";"hsa:775"
"D00097";"hsa:5600"
"D00775";"hsa:2564"
"D00775";"hsa:2903"
"D00332";"hsa:2566"
"D02086";"hsa:6339"
"D00791";"hsa:114"
"D01390";"hsa:64805"
"D02217";"hsa:367"
"D01358";"hsa:3359"
"D00791";"hsa:115"
"D00509";"hsa:115"
"D00711";"hsa:1136"
"D02076";"hsa:111"
"D02461";"hsa:773"
"D02237";"hsa:1141"
"D00545";"hsa:2893"
"D00775";"hsa:2904"
"D00506";"hsa:223"
"D00688";"hsa:151"
"D02163";"hsa:114"
"D00674";"hsa:3351"
"D01448";"hsa:108"
"D00332";"hsa:2567"
"D00549";"hsa:1141"
"D02409";"hsa:64805"
"D01453";"hsa:1589"
"D00426";"hsa:151"
"D01390";"hsa:6261"
"D00827";"hsa:5601"
"D00354";"hsa:6332"
"D00483";"hsa:3355"
"D00619";"hsa:1136"
"D00711";"hsa:1135"
"D00136";"hsa:7054"
"D02253";"hsa:1141"
"D00536";"hsa:2561"
"D00619";"hsa:777"
"D00649";"hsa:55800"
"D00674";"hsa:3352"
"D00506";"hsa:224"
"D01390";"hsa:3991"
"D00619";"hsa:1135"
"D03991";"hsa:55515"
"D00812";"hsa:1129"
"D01453";"hsa:1594"
"D00319";"hsa:3708"
"D01256";"hsa:2906"
"D00340";"hsa:5972"
"D00097";"hsa:5599"
"D00619";"hsa:776"
"D00775";"hsa:2562"
"D02721";"hsa:114"
"D00688";"hsa:153"
"D00499";"hsa:5972"
"D02086";"hsa:6340"
"D01453";"hsa:1593"
"D00676";"hsa:22954"
"D00549";"hsa:1145"
"D00619";"hsa:107"
"D00812";"hsa:1128"
"D02217";"hsa:2101"
"D00619";"hsa:778"
"D02076";"hsa:109"
"D00619";"hsa:1140"
"D00998";"hsa:590"
"D02253";"hsa:2561"
"D02066";"hsa:5027"
"D00217";"hsa:29968"
"D00775";"hsa:3776"
"D00775";"hsa:2563"
"D00619";"hsa:3762"
"D01453";"hsa:1586"
"D01390";"hsa:3988"
"D00619";"hsa:774"
"D02725";"hsa:108"
"D01256";"hsa:2904"
"D01453";"hsa:1588"
"D00426";"hsa:3358"
"D02163";"hsa:115"
"D00536";"hsa:2555"
"D02066";"hsa:5026"
"D00528";"hsa:27092"
"D00506";"hsa:501"
"D02721";"hsa:115"
"D01453";"hsa:1585"
"D01256";"hsa:2905"
"D00545";"hsa:2743"
"D00506";"hsa:43"
"D02066";"hsa:5025"
"D02076";"hsa:112"
"D00816";"hsa:1565"
"D00542";"hsa:1571"
"D00397";"hsa:1145"
"D01136";"hsa:5327"
"D00619";"hsa:1141"
"D00520";"hsa:11255"
"D00477";"hsa:6340"
"D02725";"hsa:107"
"D00631";"hsa:773"
"D02237";"hsa:1145"
"D02066";"hsa:5024"
"D00477";"hsa:9311"
"D00565";"hsa:1384"
"D00281";"hsa:7054"
"D00397";"hsa:1144"
"D00619";"hsa:1144"
"D04034";"hsa:196883"
"D00649";"hsa:782"
"D00740";"hsa:27092"
"D02356";"hsa:1134"
"D00566";"hsa:5601"
"D00506";"hsa:25796"
"D00283";"hsa:7054"
"D00043";"hsa:8398"
"D02066";"hsa:5023"
"D02409";"hsa:5030"
"D01453";"hsa:1134"
"D00619";"hsa:785"
"D01242";"hsa:1129"
"D00619";"hsa:3745"
"D00604";"hsa:147"
"D00509";"hsa:3361"
"D00619";"hsa:1145"
"D00397";"hsa:1141"
"D00619";"hsa:59284"
"D00810";"hsa:5601"
"D00649";"hsa:783"
"D04034";"hsa:115"
"D00619";"hsa:1139"
"D00566";"hsa:5602"
"D00536";"hsa:2912"
"D00619";"hsa:4048"
"D00604";"hsa:148"
"D00812";"hsa:155"
"D00649";"hsa:778"
"D04034";"hsa:114"
"D02163";"hsa:1816"
"D01242";"hsa:1128"
"D00509";"hsa:3362"
"D01256";"hsa:116444"
"D03880";"hsa:107"
"D00619";"hsa:3746"
"D00281";"hsa:196883"
"D00619";"hsa:786"
"D00619";"hsa:60598"
"D00354";"hsa:9311"
"D01358";"hsa:155"
"D02409";"hsa:5029"
"D02561";"hsa:1544"
"D00649";"hsa:779"
"D00536";"hsa:2913"
"D00279";"hsa:260293"
"D00798";"hsa:1565"
"D02367";"hsa:10269"
"D00397";"hsa:8843"
"D00799";"hsa:306"
"D00619";"hsa:6261"
"D00524";"hsa:8913"
"D02110";"hsa:242"
"D00649";"hsa:781"
"D00528";"hsa:773"
"D00740";"hsa:8912"
"D00536";"hsa:2911"
"D01453";"hsa:135"
"D00043";"hsa:81579"
"D00639";"hsa:6339"
"D02163";"hsa:1814"
"D01453";"hsa:5740"
"D02409";"hsa:6609"
"D00241";"hsa:114"
"D02110";"hsa:246"
"D02461";"hsa:6332"
"D02418";"hsa:3551"
"D00810";"hsa:5602"
"D01453";"hsa:134"
"D00740";"hsa:8911"
"D02356";"hsa:1136"
"D00528";"hsa:775"
"D01448";"hsa:306"
"D00998";"hsa:57053"
"D01242";"hsa:59340"
"D00639";"hsa:6338"
"D00483";"hsa:107"
"D02163";"hsa:1813"
"D00418";"hsa:5351"
"D01390";"hsa:1735"
"D00501";"hsa:1990"
"D01745";"hsa:1814"
"D02193";"hsa:1137"
"D00241";"hsa:115"
"D02418";"hsa:4048"
"D01448";"hsa:107"
"D01256";"hsa:2901"
"D02409";"hsa:5028"
"D02356";"hsa:1135"
"D00536";"hsa:2916"
"D00998";"hsa:8843"
"D02418";"hsa:5603"
"D02163";"hsa:1812"
"D02725";"hsa:113"
"D00279";"hsa:10858"
"D00711";"hsa:8973"
"D02147";"hsa:108"
"D02409";"hsa:27115"
"D00295";"hsa:107"
"D02193";"hsa:1136"
"D01390";"hsa:5031"
"D00649";"hsa:784"
"D00506";"hsa:5406"
"D02066";"hsa:5972"
"D00483";"hsa:108"
"D00506";"hsa:26279"
"D00809";"hsa:1129"
"D00477";"hsa:6336"
"D00810";"hsa:5603"
"D03274";"hsa:112"
"D00619";"hsa:781"
"D00536";"hsa:2917"
"D01358";"hsa:1813"
"D02409";"hsa:59284"
"D01453";"hsa:136"
"D00410";"hsa:1583"
"D02193";"hsa:1135"
"D00649";"hsa:785"
"D01390";"hsa:5032"
"D00373";"hsa:1814"
"D02163";"hsa:108"
"D03879";"hsa:114"
"D00809";"hsa:1128"
"D00528";"hsa:774"
"D03274";"hsa:111"
"D00536";"hsa:116444"
"D01969";"hsa:6262"
"D01453";"hsa:3710"
"D01358";"hsa:1814"
"D00536";"hsa:2914"
"D00043";"hsa:8399"
"D00619";"hsa:3710"
"D00584";"hsa:1719"
"D00649";"hsa:786"
"D00619";"hsa:782"
"D00373";"hsa:1813"
"D00506";"hsa:5407"
"D00241";"hsa:109"
"D00619";"hsa:784"
"D01453";"hsa:472"
"D01256";"hsa:2903"
"D01453";"hsa:8529"
"D01969";"hsa:6263"
"D02068";"hsa:590"
"D01453";"hsa:3708"
"D00536";"hsa:2915"
"D00619";"hsa:3736"
"D00619";"hsa:783"
"D00373";"hsa:1812"
"D00506";"hsa:5408"
"D00619";"hsa:1129"
"D02409";"hsa:64816"
"D00639";"hsa:6340"
"D03879";"hsa:115"
"D03274";"hsa:109"
"D00319";"hsa:29785"
"D00740";"hsa:776"
"D02461";"hsa:784"
"D00823";"hsa:3350"
"D02461";"hsa:785"
"D02193";"hsa:1134"
"D00775";"hsa:2554"
"D03503";"hsa:107"
"D00241";"hsa:2554"
"D00217";"hsa:7173"
"D00566";"hsa:5595"
"D02409";"hsa:57053"
"D02461";"hsa:783"
"D00619";"hsa:3748"
"D00823";"hsa:3351"
"D00477";"hsa:6339"
"D00619";"hsa:3737"
"D00536";"hsa:2892"
"D00506";"hsa:1576"
"D00619";"hsa:10008"
"D02110";"hsa:247"
"D00639";"hsa:6332"
"D00515";"hsa:217"
"D02461";"hsa:6261"
"D03991";"hsa:1565"
"D00566";"hsa:5596"
"D00619";"hsa:3749"
"D00791";"hsa:107"
"D00477";"hsa:6338"
"D02342";"hsa:5972"
"D00536";"hsa:2893"
"D01453";"hsa:1577"
"D00524";"hsa:10369"
"D02237";"hsa:8973"
"D00566";"hsa:5597"
"D00043";"hsa:8836"
"D02418";"hsa:4025"
"D01969";"hsa:8989"
"D00740";"hsa:10369"
"D02409";"hsa:9934"
"D00524";"hsa:23236"
"D00676";"hsa:3358"
"D02409";"hsa:1144"
"D00536";"hsa:2890"
"D00241";"hsa:2555"
"D02461";"hsa:786"
"D01453";"hsa:1576"
"D00410";"hsa:1585"
"D00483";"hsa:22954"
"D02367";"hsa:5650"
"D01453";"hsa:7155"
"D01161";"hsa:5241"
"D00611";"hsa:1141"
"D00566";"hsa:5598"
"D01969";"hsa:8913"
"D00619";"hsa:10060"
"D00676";"hsa:3360"
"D04985";"hsa:2555"
"D02409";"hsa:1145"
"D00506";"hsa:1580"
"D00279";"hsa:9420"
"D00536";"hsa:2891"
"D00740";"hsa:2098"
"D00241";"hsa:111"
"D02461";"hsa:779"
"D00512";"hsa:1565"
"D00791";"hsa:1812"
"D01453";"hsa:1580"
"D02725";"hsa:112"
"D00726";"hsa:1129"
"D00354";"hsa:8989"
"D01453";"hsa:55512"
"D00319";"hsa:8989"
"D00397";"hsa:57053"
"D00995";"hsa:4593"
"D00358";"hsa:55800"
"D02147";"hsa:155"
"D00740";"hsa:55515"
"D02290";"hsa:1559"
"D02253";"hsa:8843"
"D03274";"hsa:115"
"D00740";"hsa:774"
"D02461";"hsa:777"
"D00483";"hsa:1621"
"D00740";"hsa:775"
"D00241";"hsa:112"
"D00536";"hsa:2899"
"D00810";"hsa:5599"
"D02461";"hsa:778"
"D00483";"hsa:3359"
"D00676";"hsa:3356"
"D00619";"hsa:3708"
"D02253";"hsa:55584"
"D01453";"hsa:1579"
"D00319";"hsa:8913"
"D00791";"hsa:108"
"D00611";"hsa:1145"
"D02461";"hsa:782"
"D02066";"hsa:6263"
"D00136";"hsa:3358"
"D02193";"hsa:1139"
"D03274";"hsa:114"
"D00566";"hsa:5599"
"D01453";"hsa:6610"
"D00740";"hsa:55503"
"D00740";"hsa:784"
"D00683";"hsa:5142"
"D00740";"hsa:785"
"D02409";"hsa:1141"
"D00676";"hsa:3357"
"D03880";"hsa:108"
"D00639";"hsa:6336"
"D02725";"hsa:111"
"D02193";"hsa:8973"
"D00619";"hsa:1128"
"D00619";"hsa:3741"
"D02066";"hsa:6262"
"D02086";"hsa:1576"
"D03274";"hsa:84171"
"D02409";"hsa:10924"
"D00506";"hsa:5447"
"D00566";"hsa:5600"
"D00740";"hsa:783"
"D00109";"hsa:5739"
"D00235";"hsa:155"
"D00437";"hsa:1585"
"D02561";"hsa:1557"
"D00536";"hsa:2897"
"D00536";"hsa:2895"
"D00528";"hsa:786"
"D00141";"hsa:5739"
"D02461";"hsa:781"
"D01390";"hsa:5030"
"D00619";"hsa:3742"
"D00354";"hsa:8913"
"D02461";"hsa:59284"
"D04985";"hsa:2569"
"D00524";"hsa:111"
"D00619";"hsa:773"
"D02725";"hsa:109"
"D00509";"hsa:1812"
"D00295";"hsa:108"
"D00639";"hsa:9311"
"D02253";"hsa:55879"
"D00536";"hsa:2898"
"D00810";"hsa:5600"
"D00810";"hsa:239"
"D01453";"hsa:1573"
"D03881";"hsa:111"
"D01256";"hsa:2554"
"D01390";"hsa:5028"
"D00632";"hsa:113"
"D00235";"hsa:113"
"D00998";"hsa:1140"
"D00740";"hsa:6531"
"D02461";"hsa:590"
"D00740";"hsa:5310"
"D02068";"hsa:57053"
"D03881";"hsa:112"
"D00528";"hsa:784"
"D02068";"hsa:8843"
"D00509";"hsa:1813"
"D00619";"hsa:3784"
"D00740";"hsa:786"
"D01453";"hsa:1572"
"D00816";"hsa:1576"
"D00604";"hsa:22954"
"D01390";"hsa:5029"
"D00964";"hsa:5241"
"D00650";"hsa:11238"
"D02076";"hsa:196883"
"D00649";"hsa:3708"
"D02461";"hsa:6531"
"D00509";"hsa:1814"
"D00528";"hsa:785"
"D00619";"hsa:3785"
"D00524";"hsa:109"
"D00241";"hsa:113"
"D00566";"hsa:5603"
"D00740";"hsa:779"
"D00632";"hsa:111"
"D02409";"hsa:22953"
"D02217";"hsa:5337"
"D05024";"hsa:776"
"D00740";"hsa:777"
"D02561";"hsa:1565"
"D00740";"hsa:778"
"D00509";"hsa:196883"
"D01453";"hsa:1544"
"D00542";"hsa:6263"
"D00740";"hsa:782"
"D00740";"hsa:6340"
"D00506";"hsa:30814"
"D00619";"hsa:57053"
"D02217";"hsa:5338"
"D00477";"hsa:6332"
"D00528";"hsa:4593"
"D00241";"hsa:2556"
"D00688";"hsa:146"
"D01453";"hsa:1543"
"D00632";"hsa:109"
"D00619";"hsa:3781"
"D02461";"hsa:6340"
"D02409";"hsa:5158"
"D02409";"hsa:29785"
"D00528";"hsa:1145"
"D00740";"hsa:590"
"D02409";"hsa:5032"
"D00141";"hsa:5733"
"D01358";"hsa:3363"
"D03503";"hsa:108"
"D00649";"hsa:773"
"D00141";"hsa:4953"
"D00509";"hsa:108"
"D00740";"hsa:781"
"D00619";"hsa:3739"
"D02066";"hsa:115"
"D03670";"hsa:2876"
"D00281";"hsa:3357"
"D00965";"hsa:354"
"D00619";"hsa:3782"
"D00649";"hsa:775"
"D02066";"hsa:114"
"D05024";"hsa:778"
"D00528";"hsa:776"
"D00536";"hsa:2554"
"D00615";"hsa:5972"
"D00650";"hsa:5972"
"D01448";"hsa:113"
"D00619";"hsa:57657"
"D00649";"hsa:3710"
"D00281";"hsa:3358"
"D00279";"hsa:1572"
"D02409";"hsa:5152"
"D00528";"hsa:1141"
"D00810";"hsa:5594"
"D04985";"hsa:2562"
"D02914";"hsa:783"
"D03880";"hsa:196883"
"D00506";"hsa:2556"
"D00566";"hsa:242"
"D00799";"hsa:113"
"D00566";"hsa:5594"
"D01390";"hsa:10161"
"D00566";"hsa:246"
"D00295";"hsa:196883"
"D00528";"hsa:777"
"D03670";"hsa:2877"
"D02409";"hsa:51172"
"D01453";"hsa:8654"
"D00528";"hsa:1144"
"D04985";"hsa:2563"
"D00506";"hsa:2562"
"D00619";"hsa:3783"
"D02409";"hsa:5031"
"D02461";"hsa:55800"
"D00279";"hsa:1573"
"D00586";"hsa:1588"
"D00279";"hsa:4051"
"D03503";"hsa:1565"
"D00683";"hsa:107"
"D01453";"hsa:6609"
"D00741";"hsa:6263"
"D02461";"hsa:6338"
"D02461";"hsa:10369"
"D02066";"hsa:1080"
"D00810";"hsa:5596"
"D02461";"hsa:6262"
"D00281";"hsa:3356"
"D02409";"hsa:51004"
"D00740";"hsa:55800"
"D01453";"hsa:8622"
"D00506";"hsa:2563"
"D00506";"hsa:2557"
"D00775";"hsa:116444"
"D00543";"hsa:2557"
"D02367";"hsa:2161"
"D04985";"hsa:2566"
"D02914";"hsa:786"
"D00566";"hsa:247"
"D00649";"hsa:774"
"D00358";"hsa:55515"
"D02110";"hsa:4048"
"D00520";"hsa:59340"
"D00827";"hsa:5597"
"D02409";"hsa:306"
"D03670";"hsa:2879"
"D00741";"hsa:6262"
"D02409";"hsa:51095"
"D02409";"hsa:5151"
"D00810";"hsa:246"
"D00810";"hsa:5595"
"D05024";"hsa:783"
"D00632";"hsa:112"
"D02066";"hsa:7173"
"D01390";"hsa:786"
"D02409";"hsa:339221"
"D00506";"hsa:2558"
"D00509";"hsa:107"
"D00293";"hsa:18"
"D00528";"hsa:782"
"D00418";"hsa:7881"
"D00649";"hsa:776"
"D00542";"hsa:6262"
"D04985";"hsa:2567"
"D02409";"hsa:8622"
"D00827";"hsa:5596"
"D03670";"hsa:2878"
"D00426";"hsa:3363"
"D00810";"hsa:5598"
"D02409";"hsa:5148"
"D00506";"hsa:2559"
"D02086";"hsa:55515"
"D00543";"hsa:2559"
"D01969";"hsa:10369"
"D02461";"hsa:43"
"D00799";"hsa:109"
"D00649";"hsa:777"
"D00043";"hsa:26279"
"D01969";"hsa:8911"
"D01390";"hsa:783"
"D00619";"hsa:7881"
"D00501";"hsa:1991"
"D00683";"hsa:196883"
"D02409";"hsa:8654"
"D00241";"hsa:2560"
"D00506";"hsa:2564"
"D00827";"hsa:5595"
"D00528";"hsa:783"
"D00649";"hsa:6336"
"D03670";"hsa:2880"
"D00281";"hsa:3360"
"D02461";"hsa:6339"
"D00619";"hsa:9311"
"D00810";"hsa:5597"
"D00426";"hsa:3362"
"D02461";"hsa:6263"
"D02409";"hsa:5149"
"D00126";"hsa:247"
"D00506";"hsa:2560"
"D00543";"hsa:2558"
"D01390";"hsa:778"
"D00281";"hsa:5972"
"D00810";"hsa:247"
"D05024";"hsa:786"
"D01969";"hsa:8912"
"D04985";"hsa:2564"
"D00506";"hsa:2566"
"D00619";"hsa:9312"
"D00136";"hsa:2898"
"D00827";"hsa:5594"
"D02409";"hsa:199974"
"D00241";"hsa:2557"
"D00619";"hsa:3786"
"D00528";"hsa:778"
"D00827";"hsa:4881"
"D00528";"hsa:781"
"D00619";"hsa:6340"
"D00126";"hsa:246"
"D03670";"hsa:4353"
"D00528";"hsa:55503"
"D00798";"hsa:148"
"D00506";"hsa:2567"
"D00241";"hsa:2558"
"D01969";"hsa:55503"
"D00136";"hsa:2899"
"D00827";"hsa:5600"
"D00373";"hsa:146"
"D00566";"hsa:239"
"D02409";"hsa:5147"
"D00799";"hsa:112"
"D00740";"hsa:773"
"D02418";"hsa:1432"
"D02721";"hsa:108"
"D02356";"hsa:55584"
"D00528";"hsa:779"
"D02367";"hsa:2160"
"D00543";"hsa:2560"
"D03881";"hsa:109"
"D01390";"hsa:776"
"D00619";"hsa:93107"
"D00798";"hsa:147"
"D01448";"hsa:112"
"D00528";"hsa:5310"
"D00506";"hsa:2569"
"D00604";"hsa:3357"
"D01969";"hsa:5310"
"D01453";"hsa:199974"
"D00319";"hsa:774"
"D00319";"hsa:64816"
"D00241";"hsa:2559"
"D03670";"hsa:2882"
"D00827";"hsa:5599"
"D00136";"hsa:2895"
"D00998";"hsa:1134"
"D00619";"hsa:3787"
"D00799";"hsa:111"
"D01453";"hsa:4593"
"D00377";"hsa:4048"
"D00543";"hsa:2561"
"D00319";"hsa:51302"
"D02356";"hsa:111"
"D02234";"hsa:3362"
"D00524";"hsa:112"
"D00506";"hsa:2570"
"D00604";"hsa:3356"
"D02461";"hsa:6336"
"D00136";"hsa:2897"
"D00619";"hsa:3788"
"D00506";"hsa:2554"
"D02234";"hsa:3350"
"D00791";"hsa:113"
"D00418";"hsa:81033"
"D00281";"hsa:114"
"D02367";"hsa:2155"
"D02066";"hsa:6261"
"D02147";"hsa:114"
"D02234";"hsa:3361"
"D00512";"hsa:1576"
"D00995";"hsa:1144"
"D00136";"hsa:2892"
"D00827";"hsa:5598"
"D00604";"hsa:3360"
"D00043";"hsa:1360"
"D00619";"hsa:3769"
"D00596";"hsa:1559"
"D02356";"hsa:109"
"D01448";"hsa:111"
"D02367";"hsa:2147"
"D00798";"hsa:150"
"D01390";"hsa:5972"
"D02147";"hsa:196883"
"D01453";"hsa:1267"
"D00740";"hsa:6332"
"D00995";"hsa:1145"
"D00604";"hsa:3358"
"D00480";"hsa:1128"
"D02086";"hsa:6324"
"D00136";"hsa:2893"
"D02721";"hsa:107"
"D00418";"hsa:3786"
"D00418";"hsa:3755"
"D02086";"hsa:55800"
"D02409";"hsa:783"
"D01390";"hsa:775"
"D00726";"hsa:5972"
"D00281";"hsa:115"
